is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Gaming,Unified Twitter Taxonomy,Sports,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,TV Shows,Premier League,Sports Event,Brentford FC vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Music,Unified Twitter Taxonomy,Sports,"[0.7814, 'BTS', 'Organization']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Interests and Hobbies Vertical,Family and life stages,Interests and Hobbies Category,Motherhood,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,
False,TV Shows,Premier League,Sports Event,Manchester United vs Burnley FC,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,"[0.9069, ' #MU', 'Organization']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.3698, 'Università eCampus', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.4528, 'Jason', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,TV Shows,Premier League,Sports Event,Manchester United vs Brighton & Hove Albion,Person,Cristiano Ronaldo,Person,Alex Ferguson,Sport,Soccer,Sports League,England - Soccer,"[0.6561, 'Alex', 'Person']"
False,TV Shows,Premier League,Sports Event,Manchester United vs Brighton & Hove Albion,Person,Cristiano Ronaldo,Person,Alex Ferguson,Sport,Soccer,Sports League,England - Soccer,"[0.4338, 'Alex', 'Person']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,TV Shows,Premier League,Sports Event,Norwich City vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,"[0.5178, 'Devils', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Interests and Hobbies Vertical,Beauty,Interests and Hobbies Category,Hair care,Interests and Hobbies,Dandruff Care,Unified Twitter Taxonomy,Soccer,"[0.4043, 'dandruff', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,Person,Michael Carrick,"[0.9814, 'Michael Carrick', 'Person']"
False,TV Shows,Premier League,Sports Event,Manchester United vs Arsenal FC,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,TV Shows,Premier League,Sports Event,Chelsea FC vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,"[0.8968, 'United', 'Organization']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,Sports Team,Manchester United,"[0.767, 'Old Trafford', 'Place']"
False,TV Shows,Premier League,Sports Event,Watford FC vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,"[0.9343, 'MUFC', 'Organization']"
False,Person,Cristiano Ronaldo,Sport,Soccer,Sports Team,Portugal,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Portugal,Unified Twitter Taxonomy,Soccer,"[0.9408, 'Portugal', 'Place']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,Unified Twitter Taxonomy,Sports,"[0.9081, 'Kungfu Dash', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.7806, 'CR7Drive', 'Person']"
False,TV Shows,UEFA Champions League Soccer,TV Shows,UEFA Champions League Football,TV Shows,UEFA Champions League Soccer,TV Shows,UEFA Champions League: TSG 1899 Hoffenheim-Liverpool FC,Sports Event,Atalanta BC vs Manchester United,Person,Cristiano Ronaldo,"[0.9583, 'MUFC', 'Organization']"
False,TV Shows,Premier League,Sports Event,Tottenham Hotspur vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,England - Soccer,Sports League,Premier League,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,TV Shows,UEFA Champions League Soccer,TV Shows,UEFA Champions League Football,TV Shows,UEFA Champions League Soccer,TV Shows,UEFA Champions League: TSG 1899 Hoffenheim-Liverpool FC,Person,Cristiano Ronaldo,Sport,Soccer,
False,Sports Event,Manchester United vs Atalanta BC,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,International Clubs - Soccer,Sports League,UEFA Champions League,Events [Entity Service],Manchester United vs Atalanta BC,"[0.6654, 'Theater Of Dreams', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.7018, 'HerbalifeNutrition', 'Other']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Interests and Hobbies Vertical,Drinks,Interests and Hobbies Category,Generic Drinks,Interests and Hobbies,Coffee,Unified Twitter Taxonomy,Soccer,"[0.8651, 'CR7UNDERWEAR', 'Person']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.3508, 'West', 'Place']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,News Vertical,US national news,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,
False,Person,Cristiano Ronaldo,Sport,Soccer,Sports Team,Portugal,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Portugal,Unified Twitter Taxonomy,Soccer,"[0.806, 'Portugal', 'Place']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.7444, 'Mundial do Catar', 'Other']"
False,TV Shows,English Premier League Soccer,TV Shows,Barclays Premier League Football,TV Shows,Barclays Premier League Soccer,TV Shows,Premier League,Person,Cristiano Ronaldo,Sport,Soccer,"[0.9367, 'Premier League', 'Organization']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.5807, 'CR7 Game On', 'Person']"
False,Person,Cristiano Ronaldo,Athlete,Cristiano Ronaldo,Unified Twitter Taxonomy,Soccer,Unified Twitter Taxonomy,Cristiano Ronaldo,Unified Twitter Taxonomy,Sports,,,"[0.494, 'CR7 Eyewear', 'Person']"
False,TV Shows,Premier League,Sports Event,West Ham United vs Manchester United,Person,Cristiano Ronaldo,Sport,Soccer,Sports League,Europe - Soccer,Sports League,England - Soccer,"[0.9294, 'mufc', 'Organization']"
