is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Person,Joe Biden,Person,Nancy Pelosi,Politician,Joe Biden,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Joe Biden,"[0.9678, 'Biden', 'Person']"
False,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,"[0.8183, 'COP27', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,"[0.9321, 'COP27', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.5928, 'El-Sheikh', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.8948, 'U.S.', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9225, 'America', 'Place']"
False,Person,Joe Biden,Person,Nancy Pelosi,Politician,Joe Biden,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.6378, 'Biden Administration', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Climate change,
False,Person,Joe Biden,Person,Nancy Pelosi,Politician,Joe Biden,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.8363, 'Kathy McLeod', 'Person']"
False,Person,Nancy Pelosi,Person,Abdel Fattah el-Sisi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Politician,Abdel Fattah el-Sisi,Unified Twitter Taxonomy,Politics,"[0.9053, 'Abdel Fattah El-Sisi', 'Person']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Business Taxonomy,Travel & Transportation Business,"[0.9233, 'COP27', 'Other']"
False,Person,Nancy Pelosi,Person,Abdel Fattah el-Sisi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Politician,Abdel Fattah el-Sisi,Unified Twitter Taxonomy,Politics,"[0.7068, 'Abdel Fattah El-Sisi', 'Person']"
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Joe Biden,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Joe Biden,"[0.5041, 'America', 'Place']"
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Joe Biden,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Joe Biden,"[0.7598, 'America', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,
False,Person,Nancy Pelosi,Person,Kathy Castor,Events [Entity Service],2022 United States midterm elections,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Politician,Kathy Castor,"[0.9479, 'COP27', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Climate change,
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],The UN Climate Change Conference 2021 has started 🌍,Politician,Joe Biden,Politician,Nancy Pelosi,Political Body,United States Congress,"[0.9377, 'COP26', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],"COP27 Sharm Al Sheikh, Egypt",Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.9097, 'COP27', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Economic Data Release,Unified Twitter Taxonomy,Politics,"[0.5408, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Political Body,United States Congress,"[0.578, 'Congress', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,"[0.5668, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Global Economy,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,
False,Person,Joe Biden,Person,Nancy Pelosi,Politician,Joe Biden,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Joe Biden,"[0.9637, 'Biden', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.5529, 'Paul', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.4686, 'Pelosi', 'Person']"
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Joe Biden,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,"[0.5065, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.5348, 'Paul', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.6348, 'Congress', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.6091, 'Paul', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.6854, 'Congress', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9285, 'Pittsburgh', 'Place']"
False,Person,Jared Huffman,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Jared Huffman,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,"[0.9713, 'San Francisco', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Business Taxonomy,Food & Beverage Business,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.8061, 'United States Capitol', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.7051, 'Tree', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.8431, 'Israel', 'Place']"
False,Person,Nancy Pelosi,Person,"Gerald E. ""Gerry"" Connolly",Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Politician,"Gerald E. ""Gerry"" Connolly",Political Race,2022 United States midterm elections,"[0.9775, 'Washington', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,North Atlantic Treaty Organization,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,North Atlantic Treaty Organization,"[0.974, 'Sweden', 'Place']"
False,Person,Nancy Pelosi,Person,"Gerald E. ""Gerry"" Connolly",Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Politician,"Gerald E. ""Gerry"" Connolly",Political Race,2022 United States midterm elections,"[0.839, 'NATO Parliamentary Assembly', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9659, 'Ukraine', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.5766, 'Crimea Platform', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.5266, 'Parliamentary Summit', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9607, 'Ukraine', 'Place']"
False,Person,Joe Biden,Person,Nancy Pelosi,Politician,Joe Biden,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Joe Biden,Unified Twitter Taxonomy,Politics,"[0.9662, 'Biden', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.4763, 'Summit', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,North Atlantic Treaty Organization,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,North Atlantic Treaty Organization,"[0.9622, 'Finland', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9126, 'Zagreb', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.7281, 'United States', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.969, 'Putin', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.964, 'Crimea', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.8518, 'Gordan Jandroković', 'Person']"
False,Person,Nancy Pelosi,Person,Volodymyr Zelensky,Politician,Nancy Pelosi,Politician,Volodymyr Zelensky,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.9889, 'Croatia', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.8755, 'America', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,German Bundestag,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,"[0.7501, 'U.S.-', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.8568, 'U.S.', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.8841, 'Gordan Jandroković', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9345, 'Zagreb', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.6906, 'Gordan Jandroković', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9882, 'Croatia', 'Place']"
False,Person,Nancy Pelosi,Person,"Gerald E. ""Gerry"" Connolly",Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Politician,"Gerald E. ""Gerry"" Connolly",Political Race,2022 United States midterm elections,"[0.8157, 'NATO Parliamentary Assembly', 'Organization']"
False,Person,Nancy Pelosi,Person,Volodymyr Zelensky,Politician,Nancy Pelosi,Politician,Volodymyr Zelensky,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.8253, 'Jandroković', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,,,"[0.9614, 'America', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.9843, 'Russia', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Unified Twitter Taxonomy,Russian political issues,"[0.819, 'United States', 'Place']"
False,TV Shows,Face the Nation,Person,Nancy Pelosi,Person,Margaret Brennan,Politician,Nancy Pelosi,Interests and Hobbies,Inflation,Political Body,United States Congress,"[0.9033, 'America', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Interests and Hobbies,Inflation,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,"[0.9405, 'America', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.6359, 'Infrastructure Law', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Joe Biden,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,"[0.5746, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.5987, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,
False,Person,Joe Biden,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Joe Biden,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,"[0.4721, 'American', 'Other']"
False,TV Shows,Will & Grace,TV Shows,Will & Grace,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.9783, 'Anna May Wong', 'Person']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,"[0.6468, 'America', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Business Taxonomy,Financial Services Business,Interests and Hobbies Vertical,Business & finance,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Nancy Pelosi,"[0.2742, 'MAGA', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Interests and Hobbies Vertical,Wellness and health,Entities [Entity Service],Holistic healing/nutrition,Interests and Hobbies,Healthy Eating,Unified Twitter Taxonomy,Politics,"[0.751, 'Florence Fang Community Farm', 'Other']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,"[0.3856, 'MAGA', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,"[0.3548, 'MAGA', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.9371, 'America', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Cities,San Francisco,"[0.9135, 'San Francisco', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.4588, 'MAGA', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Business Taxonomy,Financial Services Business,Interests and Hobbies Vertical,Business & finance,"[0.3617, 'MAGA', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,"[0.3644, 'MAGA', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,"[0.496, 'Democrats', 'Organization']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,"[0.9348, 'America', 'Place']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Entities [Entity Service],Auto Manufacturer - Auto,"[0.4795, 'Laguna Honda', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,Political figures,Cities,San Francisco,"[0.6932, 'Laguna Honda Hospital', 'Place']"
False,Person,Nancy Pelosi,Events [Entity Service],2022 United States midterm elections,Politician,Nancy Pelosi,Political Race,2022 United States midterm elections,Business Taxonomy,Financial Services Business,Interests and Hobbies Vertical,Business & finance,"[0.5415, 'Reduction Act', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,Unified Twitter Taxonomy,United States Congress,
False,Person,Nancy Pelosi,Events [Entity Service],US Hispanic Heritage Month 2022,Politician,Nancy Pelosi,Political Body,United States Congress,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Nancy Pelosi,"[0.4783, 'HispanicHeritageMonth', 'Other']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Nancy Pelosi,"[0.3469, 'MAGA', 'Organization']"
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,United States Healthcare System,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Nancy Pelosi,
False,Person,Nancy Pelosi,Politician,Nancy Pelosi,Interests and Hobbies,Inflation,Unified Twitter Taxonomy,Politics,Unified Twitter Taxonomy,Political issues,Unified Twitter Taxonomy,Nancy Pelosi,"[0.6941, 'Reduction Act', 'Other']"
