is Elon Musk,context annotations domain 0,context annotations entity 0,context annotations domain 1,context annotations entity 1,context annotations domain 2,context annotations entity 2,context annotations domain 3,context annotations entity 3,context annotations domain 4,context annotations entity 4,context annotations domain 5,context annotations entity 5,annotations
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Cities,Los Angeles,"[0.7641, 'Angeles', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Cities,Los Angeles,"[0.7641, 'Angeles', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Cities,Los Angeles,"[0.7641, 'Angeles', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Cities,Chicago,Technology,Social media,"[0.5359, 'Chicago', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Cities,Toronto,"[0.9256, 'Toronto', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Cities,San Francisco,Technology,Social media,"[0.7874, 'San Francisco', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Cities,Chicago,Technology,Social media,"[0.5359, 'Chicago', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Cities,Chicago,Technology,Social media,"[0.5359, 'Chicago', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,"[0.7923, 'New York', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Cities,Toronto,"[0.9256, 'Toronto', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,"[0.8636, 'CA', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,"[0.7236, 'New York', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Technology,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9883, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9718, 'IG', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9638, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9705, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Apple,Brand,Android,"[0.9805, 'iOS', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Interests and Hobbies Vertical,Family & relationships,Interests and Hobbies Category,Horoscope,Interests and Hobbies,Virgo,Unified Twitter Taxonomy,Twitter,"[0.6278, 'virgos', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.8552, 'Fleet', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9032, 'Fleets', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9843, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Interests and Hobbies Vertical,Wellness and health,Entities [Entity Service],Holistic healing/nutrition,Entities [Entity Service],Dietary Supplements,Unified Twitter Taxonomy,Twitter,"[0.5775, 'Vitamin T', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Brand Vertical,Business & finance,Entities [Entity Service],Services,Brand,Twitter,Interests and Hobbies Category,Cryptocurrencies,Interests and Hobbies,Investing,Unified Twitter Taxonomy,Twitter,"[0.7658, 'NFTs', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Instagram,Brand,Twitter,Unified Twitter Taxonomy,Instagram,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,"[0.9469, 'IG', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.979, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Interests and Hobbies Vertical,Family & relationships,Interests and Hobbies Category,Horoscope,Interests and Hobbies,Gemini,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9726, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9859, 'Twitter', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Apple,Brand,Android,"[0.9793, 'iOS', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Person,George Floyd,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Apple,Product,Apple - iOS,"[0.7926, 'Fleets', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Events [Entity Service],April Fools' Day,Entities [Entity Service],Services,Brand,Twitter,Holiday,April Fools' Day,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Unified Twitter Taxonomy,Asian Lives Matter,Brand,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Product,Twitter Spaces,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,"[0.9312, 'Twitter Spaces', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9787, 'Mars', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.667, 'roast', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Entities [Entity Service],Services,Brand,Instagram,"[0.9591, 'IG', 'Other']"
False,Entities [Entity Service],Services,Brand,Snapchat,Brand,Twitter,Unified Twitter Taxonomy,Snapchat,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,"[0.939, 'Snapchat', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.6179, 'Fleets', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.7211, 'breathe', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Unified Twitter Taxonomy,COVID-19,"[0.6434, 'WearAMask', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.8643, 'Chicago', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9763, 'New York City', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.9194, 'Seattle', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.8601, 'Los Angeles', 'Place']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,"[0.8554, 'New Jersey', 'Place']"
False,Person,Paul Rudd,Entities [Entity Service],Services,Brand,Twitter,Actor,Paul Rudd,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Paul Rudd,"[0.9744, 'Paul Rudd', 'Person']"
False,Entities [Entity Service],Services,Brand,Twitter,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Unified Twitter Taxonomy,COVID-19,"[0.966, 'IG', 'Other']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Ongoing News Story,COVID-19,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Unified Twitter Taxonomy,COVID-19,
False,Entities [Entity Service],Services,Brand,Twitter,Movie,Black Panther,Movie Genre,Action & adventure films,Multimedia Franchise,Marvel Universe,Unified Twitter Taxonomy,Twitter,"[0.4575, 'WakandaForever', 'Person']"
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
False,Entities [Entity Service],Services,Brand,Twitter,Unified Twitter Taxonomy,Twitter,Unified Twitter Taxonomy,Social media,Brand,Twitter,Unified Twitter Taxonomy,Twitter,
