is Elon musk,created at,text,source,possibly sensitive,lang,sentiment,retweet count,reply count,like count,quote count
False,2022-10-25 16:19:11+00:00,It was a privilege to hold a bilateral meeting with @AndreasOstgote of Sweden &amp; @AnttiRinnepj of Finland: legislative leaders of NATO’s newest members. Our discussions focused on the importance of maintaining the ironclad unity of the transatlantic alliance as we defend freedom.,Twitter for iPhone,False,en,0.0,88,69,564,3
False,2022-10-25 16:19:10+00:00,"The remarks by Congressman @GerryConnolly, President of the NATO Parliamentary Assembly, on the central role of our transatlantic alliance in supporting Ukraine’s fight for freedom and countering Russian aggression were an especially valuable contribution to the conversation. ",Twitter for iPhone,False,en,0.0625,72,18,354,2
False,2022-10-25 16:19:08+00:00,"At the gracious invitation of the distinguished Speaker @R_Stefanchuk of Ukraine, I had the extraordinary honor of addressing the Plenary Session this morning. On behalf of the United States, my remarks reaffirmed our nation’s pledge to stand with Ukraine until victory is won.",Twitter for iPhone,False,en,0.3333333333333333,65,15,295,2
False,2022-10-25 16:19:07+00:00,"Today, at the First Parliamentary Summit of the International Crimea Platform, America and our allies sent an unmistakable statement to Putin: the free world is united in our unshakeable support for the people of Ukraine. ",Twitter for iPhone,False,en,0.21666666666666667,702,502,3007,40
False,2022-10-25 14:26:45+00:00,"Read my full address to the First Parliamentary Summit of @CrimeaPlatform.
",Twitter for iPhone,False,en,0.3,66,57,350,1
False,2022-10-25 14:26:45+00:00,"The international community’s solidarity has been vital to Ukraine’s fight – and it will be even more so, as winter approaches.
 
As I said to my colleagues at the Summit: let us all have the courage of the Ukrainian people as we ensure that the flame of liberty burns bright. ",Twitter for iPhone,False,en,0.325,89,58,541,4
False,2022-10-25 14:26:43+00:00,"Under President Biden, America has delivered on our promise to support the Ukrainian people: securing critical assistance and holding Russia accountable.

We have acted on a bipartisan basis – because what is at stake in Ukraine is Democracy itself. ",Twitter for iPhone,False,en,0.0,62,35,413,3
False,2022-10-25 14:26:41+00:00,"Today, it was my high honor to address the First Parliamentary Summit of @CrimeaPlatform, at the invitation of Speaker @R_Stefanchuk.

My message was simple: America and our allies pledged to stand with Ukraine until victory is won – and that is what we will do. ",Twitter for iPhone,False,en,0.1366666666666667,302,218,1334,13
False,2022-10-25 08:59:45+00:00,"With Finland &amp; Sweden’s NATO accession, the strongest security alliance in history grows even stronger.

Today, I met with Swedish Speaker @AndreasOstgote and Finnish First Deputy Speaker @AnttiRinnepj to discuss our vital work to defend freedom – in Europe and around the globe. ",Twitter Web App,False,en,0.175,350,437,1659,26
False,2022-10-25 08:12:11+00:00,"Join me in Zagreb, Croatia at the First Parliamentary Summit of @CrimeaPlatform to convey a statement of America’s fierce commitment to Ukraine’s fight for freedom.

Today, we are affirming that we will be with the Ukrainian people until victory is won. ",Twitter Media Studio,False,en,0.25,224,185,813,10
False,2022-10-25 08:02:43+00:00,"It’s my honor to represent the United States at the First Parliamentary Summit of the International @CrimeaPlatform.

In Zagreb, our European allies and global partners have gathered to send an unmistakable message: the free world is united in our unbreakable support for Ukraine. ",Twitter Web App,False,en,0.13,372,229,1677,50
False,2022-10-25 00:25:45+00:00,"As Putin escalates his appalling atrocities against civilians, we reaffirm this truth: Crimea is Ukraine, Russia’s unlawful occupation of all Ukrainian territory must end, and Russia must be held accountable for its crimes. Read my full statement here: ",Twitter for iPhone,False,en,0.0,239,82,959,6
False,2022-10-25 00:25:45+00:00,"It was my privilege to meet with human rights activists from Crimea, who shared their harrowing &amp; heartbreaking stories of torture, imprisonment &amp; abductions at Russia’s hands. We must strengthen Ukraine’s capacity in this fight, as Iranian drones take a deadly toll on civilians.",Twitter for iPhone,False,en,-0.1,341,135,1504,11
False,2022-10-25 00:25:44+00:00,"It was an honor to meet with PM @AndrejPlenkovic and Speaker Gordan Jandroković. Croatia is a valued American ally and a key partner in peace and stability in Europe, including in energy, security and our global response to Russia’s aggression against Ukraine.",Twitter for iPhone,False,en,0.0,110,11,602,3
False,2022-10-25 00:25:41+00:00,"Today, thanks to @ZelenskyyUa &amp; @R_Stefanchuk, it was a privilege to attend the First Parliamentary Summit of the International @CrimeaPlatform in Croatia. It is a tribute to the broad &amp; urgent global support for Ukraine that more than 50 nations are participating in this summit. ",Twitter for iPhone,False,en,0.16874999999999998,577,337,2678,24
False,2022-10-24 22:43:22+00:00,"It was an honor to meet with Ukrainian Speaker @R_Stefanchuk &amp; express America’s admiration for the heroes of Ukraine. We reaffirmed that America &amp; our allies stand with the Ukrainian people – in Crimea, in other illegally annexed areas, across the country – until victory is won. ",Twitter Web App,False,en,-0.3125,403,454,2376,41
False,2022-10-24 19:16:42+00:00,"The U.S.-German alliance is central to supporting Ukraine, as well as advancing global peace, security and stability.

Meeting with Bundestag President @BaerbelBas, I thanked her for hosting the G7 Speakers’ Meeting last month and discussed our ongoing work to defend democracy. ",Twitter for iPhone,False,en,0.0625,166,215,814,16
False,2022-10-24 19:12:11+00:00,"Today, I met with Croatian Prime Minister @AndrejPlenkovic &amp; Foreign Minister @GrlicRadman: top officials of a valued U.S. ally &amp; key regional leader.

We discussed how our nations can continue advancing security &amp; stability in Europe, especially through our support for Ukraine. ",Twitter for iPhone,False,en,0.09375,147,175,870,18
False,2022-10-24 18:19:25+00:00,"It was a privilege to meet with Speaker of the Croatian Parliament Gordan Jandroković, whose government is hosting the First Parliamentary Summit of the International Crimea Platform.

In our meeting, we reaffirmed our shared commitment to stand with Ukraine until victory is won. ",Twitter Web App,False,en,0.125,199,252,1037,12
False,2022-10-24 14:59:33+00:00,"Join Prime Minister @AndrejPlenkovic and me for a press conference in Zagreb, Croatia on our nations’ support for the Ukrainian people and our shared goals at the upcoming First Parliamentary Summit of the International @CrimeaPlatform. ",Twitter Media Studio,False,en,0.125,152,258,659,9
False,2022-10-24 13:45:17+00:00,"Join Speaker Gordan Jandroković and me in Zagreb, Croatia for remarks on the important relationship between the U.S. and Croatia, the First Parliamentary Summit of the International Crimea Platform and our shared commitment to Ukraine. ",Twitter Media Studio,False,en,0.21666666666666667,172,175,760,11
False,2022-10-24 12:30:06+00:00,"Our first stop in Croatia was to greet the patriotic Marine Detachment at @USEmbZagreb.

Congress and the Country are deeply grateful to all our men and women in uniform who serve our nation overseas. ",Twitter Web App,False,en,0.125,240,299,1526,29
False,2022-10-23 22:43:38+00:00,"NATO Parliamentary Assembly President Congressman @GerryConnolly and I look forward to discussing how we can further support the people of Ukraine as they defend Democracy – for their nation and for the world.
",Twitter for iPhone,False,en,0.0,205,135,848,12
False,2022-10-23 22:43:38+00:00,"As we will discuss this week, more must be done to defend democracy.

Thank you to Speaker Jandroković &amp; Speaker @R_Stefanchuk, and Prime Minister @AndrejPlenkovic &amp; President @ZelenskyyUa, for convening parliamentary leaders from the free world for this timely, important Summit.",Twitter for iPhone,False,en,0.43333333333333335,184,130,919,8
False,2022-10-23 22:43:37+00:00,"Working with speed, strength and unity, America and our allies have imposed devastating consequences on Russia and delivered game-changing aid to Ukraine. Our ironclad solidarity with the heroes of Ukraine has been decisive, and it will be even more crucial as winter approaches.",Twitter for iPhone,False,en,-0.16666666666666666,201,54,869,1
False,2022-10-23 22:43:33+00:00,"Russia is waging an unprovoked, all-out assault on Ukraine: from the occupation of Crimea to attempts to illegally annex additional Ukrainian territory to escalating targeting of civilians. That's why America &amp; our allies are reaffirming our pledge to support the Ukrainian people",Twitter for iPhone,False,en,-0.5,259,90,1063,5
False,2022-10-23 22:42:59+00:00,"As Speaker, it’s my privilege to represent the United States at the First Parliamentary Summit of the International Crimea Platform.

Alongside European allies and global partners, we will deliver an unmistakable statement of our solidarity with Ukraine in its fight for freedom.",Twitter for iPhone,False,en,0.0625,1445,1614,6102,116
False,2022-10-23 22:13:08+00:00,"Today, I joined @MargBrennan on @FaceTheNation to discuss the work that @HouseDemocrats are doing to lower costs for America's working families.

Every step of the way, @HouseGOP has opposed our cost-cutting legislation — because they have no plan to lower the cost of living. ",Twitter for iPhone,False,en,0.0,838,1368,2737,109
False,2022-10-22 19:24:40+00:00,"We know more must be done to lower the cost of living for America’s working families. We will continue our fight to put #PeopleOverPolitics — with lower costs, better-paying jobs &amp; safer communities. Read more on @HouseDemocrats actions on inflation here: ",Twitter Web App,False,en,0.5,224,255,775,9
False,2022-10-22 19:24:39+00:00,"The #CHIPSandScienceAct reinvigorates American semiconductor manufacturing, strengthens supply chains and invests in innovation.  

187 House Republicans voted No on this law.",Twitter Web App,False,en,0.0,255,123,950,8
False,2022-10-22 19:24:39+00:00,"The Infrastructure Law puts Americans back to work rebuilding our roads, bridges, ports and water systems — which will cut commute times, save families on car repairs and bring down transit costs.  

200 House Republicans voted No on this law.",Twitter Web App,False,en,-0.07777777777777779,201,85,737,7
False,2022-10-22 19:24:39+00:00,"The #AmericanRescuePlan lowered health care costs, extended needed unemployment benefits and delivered a vital lifeline in the Child Tax Credit.  

Again, every single Republican voted No on this important law.",Twitter Web App,False,en,0.14285714285714288,219,76,770,5
False,2022-10-22 19:24:38+00:00,"The #InflationReductionAct slashes the cost of prescription drugs, locks in lower health care premiums, cuts energy bills and reduces the deficit — while making the wealthiest few and big corporations pay their fair share. 

Every single Republican voted No on this law.",Twitter Web App,False,en,0.10714285714285712,244,213,814,13
False,2022-10-22 19:24:38+00:00,"Democrats have been laser-focused on lowering the cost of living for America’s working families. 

@POTUS &amp; @HouseDemocrats have sparked a record-setting jobs recovery, and at the same time, we have enacted landmark laws to make progress toward lowering the cost of living.",Twitter Web App,False,en,0.0,2039,6322,7610,400
False,2022-10-21 20:38:47+00:00,"Democrats are creating jobs, cutting the deficit and making corporations pay their fair share.

In contrast, Republicans want to explode the deficit with massive tax cuts for the rich and big corporations, while slashing Social Security and Medicare. ",Twitter Web App,False,en,0.08472222222222221,798,1453,2404,90
False,2022-10-20 20:50:19+00:00,"Every American deserves to live in a safe community where they can thrive.
 
That’s why @HouseDemocrats enacted an historic gun violence prevention law — and voted to give law enforcement the tools to prevent crime while advancing strong training and accountability measures.",Twitter for iPhone,False,en,0.21393939393939393,983,3054,3589,180
False,2022-10-20 00:00:35+00:00,"American Rescue Plan. Infrastructure Law. CHIPS &amp; Science. Inflation Reduction Act.
 
With these landmark laws, @HouseDemocrats have powered America’s record-setting job creation: 9.4 million since @POTUS took office.
 
@HouseGOP overwhelmingly voted against these laws.",Twitter for iPhone,False,en,0.25,1183,1521,3314,100
False,2022-10-19 02:18:33+00:00,"Anna May Wong was a dazzling, trailblazing talent on the silver screen &amp; a courageous advocate for representation in cinema — inspiring generations of AAPI actors.

It’s fitting her likeness will grace our quarter beside an all-American creed: E Pluribus Unum, “from many, one.” ",Twitter for iPhone,False,en,0.5625,362,286,1756,25
False,2022-10-18 22:05:04+00:00,".@HouseDemocrats are laser focused on widening the path to prosperity for America’s families: lowering costs and creating better-paying jobs.
  
Meanwhile, @HouseGOP members are focused on their extreme MAGA agenda to slash Social Security and Medicare.
 
The contrast is clear.",Twitter Web App,False,en,0.002777777777777782,1626,2441,4377,173
False,2022-10-18 20:11:12+00:00,"Republicans continue to show us their plans to cut Medicare and Social Security, take away a woman's right to choose and repeal lower prescription drug costs. 

Meanwhile, @HouseDemocrats have passed legislation to lower costs for families and take bold action on climate change. ",Twitter Media Studio,False,en,0.18809523809523807,900,1326,2778,98
False,2022-10-17 19:57:20+00:00,"With the #InflationReductionAct, @HouseDemocrats have taken on the special interests: lowering drug prices, slashing health insurance premiums and cutting energy bills For The People.

Every Member of @HouseGOP voted against it.",Twitter Web App,False,en,-0.12142857142857141,1430,2526,3826,173
False,2022-10-16 21:33:40+00:00,".@HouseGOP won’t stop at banning abortion in all 50 states. As they double down on their extreme MAGA Agenda, they want to lock up doctors for 5 years and even end the right to birth control. 
 
This is an assault on health, freedom and financial security.",Twitter for iPhone,False,en,0.0010317460317460282,3665,2086,10251,210
False,2022-10-15 18:50:16+00:00,"Join local education and nutrition experts and me at the Florence Fang Community Farm for a roundtable on food sovereignty, where we will discuss how to ensure that communities in the Bayview can grow their own healthy food supply.  ",Twitter Media Studio,False,en,0.3666666666666667,367,700,1710,29
False,2022-10-14 22:27:19+00:00,".@HouseGOP continues to double down on a dangerous extreme MAGA agenda to criminalize women’s health care, slash seniors’ Medicare and attack our free and fair elections. 
 
While Republicans continue to push policies For Their Power, @HouseDemocrats are #ForThePeople.",Twitter for iPhone,False,en,0.03657407407407407,2431,1829,7893,130
False,2022-10-13 22:44:14+00:00,"Republicans continue their attacks on our democracy: making it harder to vote, while helping extreme MAGA politicians invent a basis to overturn the results of elections they don’t like.
 
Meanwhile, @HouseDemocrats will always defend democracy #ForThePeople.",Twitter for iPhone,False,en,-0.1125,2482,5154,10623,288
False,2022-10-13 21:32:58+00:00,"Social Security and Medicare are as important now for America’s seniors as ever.

Yet extreme MAGA Republicans are doubling down on their long-held goal of gutting these vital initiatives — plotting to slash benefits and raise costs for seniors.",Twitter for iPhone,False,en,0.050555555555555555,341,391,1460,32
False,2022-10-13 21:32:57+00:00,"The average retiree benefit will increase by $146 per month next year, putting more money in American seniors’ pockets and protecting them from rising costs. Democrats will continue our work to protect Social Security and Medicare. #PeopleOverPolitics
",Twitter for iPhone,False,en,0.07666666666666666,444,552,1778,42
False,2022-10-13 20:23:45+00:00,Calling all San Francisco middle and high school students interested in exploring STEM and computer science: the deadline for the Congressional App Challenge is November 1st! Find out more at:  ,Twitter for iPhone,False,en,0.243125,269,347,1169,17
False,2022-10-13 16:43:20+00:00,"While extreme MAGA politicians play politics with people’s lives, Democrats’ commitment to Social Security, to Medicare and to our seniors is unshakable – because we always put #PeopleOverPolitics.
",Twitter for iPhone,False,en,-0.04583333333333334,208,201,786,16
False,2022-10-13 16:43:20+00:00,"Republicans are pledging to repeal the lower drug costs and 158 House Republicans have already endorsed an extreme MAGA plan to privatize Social Security, raise the retirement age and end Medicare as we know it.",Twitter for iPhone,False,en,-0.04583333333333334,284,158,978,20
False,2022-10-13 16:43:19+00:00,"Yet with Social Security &amp; Medicare as essential as ever, extreme MAGA Republicans are openly plotting new schemes to slash seniors’ benefits &amp; raise their costs – including by threatening to cause an economic catastrophe by holding the debt limit hostage for their toxic agenda.",Twitter for iPhone,False,en,0.04078282828282828,119,52,593,5
False,2022-10-13 16:43:19+00:00,"The increase in Social Security benefits, together with the historic action that Democrats have delivered to lower seniors’ prescription drug costs with the Inflation Reduction Act, shows the vital role Medicare and Social Security provide to protect seniors from rising costs.",Twitter for iPhone,False,en,0.05333333333333333,89,32,421,3
False,2022-10-13 16:43:18+00:00,This year’s cost-of-living boost in benefits is an important reminder that Social Security is the bedrock of financial security for America’s seniors in challenging times. Yet extreme MAGA Republicans are doubling down on slashing Social Security &amp; Medicare.,Twitter for iPhone,False,en,0.09801587301587301,1170,1416,4407,103
False,2022-10-12 23:17:08+00:00,I proudly fought alongside @LondonBreed and @SF_DPH to keep Laguna Honda open and pause patient transfers — as the hospital redoubles efforts to implement needed operational and institutional changes to come into full compliance.,Twitter for iPhone,False,en,0.3833333333333333,75,118,575,2
False,2022-10-12 23:17:08+00:00,".@SFCityAttorney &amp; @CMSGov announced a settlement that will allow Laguna Honda Hospital to remain open so its dedicated staff can care for their patients.
 
This agreement provides a clear path to recertification for this pillar of health &amp; well-being for San Francisco families.",Twitter for iPhone,False,en,0.05000000000000001,215,228,1169,6
False,2022-10-12 16:34:46+00:00,"By opposing our Inflation Reduction Act, @HouseGOP voted against lower prescription drug prices, against lower health insurance premiums and against lower energy bills.
 
But @HouseDemocrats triumphed to put #PeopleOverPolitics.",Twitter Web App,False,en,0.0,885,1735,3027,99
False,2022-10-12 15:43:28+00:00,"Lea mi artículo en @LaOpinionLA, sobre lo que los @HouseDemocrats están haciendo para garantizar que las familias latinas, y todas las familias estadounidenses, puedan salir adelante. ",Twitter for iPhone,False,es,0.0,74,217,391,19
False,2022-10-12 15:34:07+00:00,"During #HispanicHeritageMonth, we celebrate our vibrant, diverse, entrepreneurial Latino communities.

Read my op-ed in @LaOpinionLA, where I share how @HouseDemocrats are working to ensure that Latino families – and all of America’s families – can thrive. ",Twitter for iPhone,False,en,0.16666666666666666,138,426,672,20
False,2022-10-11 17:09:03+00:00,"While extreme MAGA Republicans mobilize around a dangerous agenda of gutting Medicare and raising health costs on families, Democrats will never relent in our fight to put People Over Politics – because we know that health care is a right, not a privilege.
",Twitter for iPhone,False,en,-0.14642857142857144,244,170,819,14
False,2022-10-11 17:09:02+00:00,"But now, extreme MAGA Republicans want to repeal these lower costs and make health care more expensive for seniors and families.",Twitter for iPhone,False,en,-0.041666666666666664,193,176,888,6
False,2022-10-11 17:09:01+00:00,"For seniors, the Inflation Reduction Act dramatically lowered prescription drug costs: capping out-of-pocket expenses at $2,000, empowering Medicare to negotiate for lower prices and banning predatory price hikes faster than inflation.",Twitter for iPhone,False,en,0.0,134,33,650,1
False,2022-10-11 17:09:01+00:00,"In our American Rescue Plan, we slashed ACA premiums for working families – and then locked in those savings with our Inflation Reduction Act.",Twitter for iPhone,False,en,0.0,103,19,425,2
False,2022-10-11 17:09:00+00:00,"This means that, under President Biden and a Democratic Congress, 14 million Americans have gained the dignity and security of lower health care costs. This is the latest step in Democrats’ relentless fight to lower health costs.",Twitter for iPhone,False,en,0.5,129,27,495,1
False,2022-10-11 17:08:59+00:00,"Today, the Treasury Department finalizes the fix so that, when Open Enrollment begins on November 1st, nearly a million more Americans will see lower premiums or gain affordable coverage.",Twitter for iPhone,False,en,0.19999999999999998,149,28,606,0
False,2022-10-11 17:08:57+00:00,"In April, @POTUS took a powerful step to make health care more affordable and accessible by ending the “family glitch” in the Affordable Care Act — strengthening the law so that it functions as Congress intended.",Twitter for iPhone,False,en,0.39166666666666666,1058,943,5033,50
False,2022-10-11 15:32:48+00:00,"On #NationalComingOutDay, we celebrate the courage of those who overcame hardship to live with pride and authenticity — no matter who you are or whom you love.

Democrats are proud to stand with our LGBTQ communities, as we forge a future where all are seen and heard. ",Twitter for iPhone,False,en,0.3590909090909091,452,762,2259,58
False,2022-10-09 18:46:58+00:00,"As a part of the GOP campaign to gut the pillars of seniors’ economic security, 158 @HouseGOP members have called for raising the retirement age to 70 &amp; slashing &amp; privatizing Social Security.
 
@HouseDemocrats are lowering costs for our seniors and putting #PeopleOverPolitics.",Twitter for iPhone,False,en,0.11666666666666667,1508,1428,4047,114
False,2022-10-08 18:09:13+00:00,"From criminalizing abortion to dismantling Medicare to attacking democracy, @HouseGOP’s agenda is dangerous and extreme.
 
Meanwhile, @HouseDemocrats are working #ForThePeople — lowering costs, creating better paying jobs and safer communities.",Twitter for iPhone,False,en,-0.075,1328,1990,4606,132
False,2022-10-07 22:02:58+00:00,"Join me @SFMFoodBank for a ribbon-cutting ceremony for a facility expansion to distribute 75 million pounds of food annually and serve 200,000 people weekly, which I was proud to support with $1 million in Community Project Funding for an expanded cooler. ",Twitter Media Studio,False,en,0.8,221,369,932,22
False,2022-10-07 18:30:34+00:00,"Making more goods here in America, with American workers. That’s how @HouseDemocrats are creating better-paying jobs.
 
Meanwhile, @HouseGOP is working to criminalize abortion, raise drug prices and undermine our democracy. The contrast in priorities is clear.",Twitter for iPhone,False,en,0.19999999999999998,746,1005,2800,80
False,2022-10-07 15:05:57+00:00,"Make no mistake: Republicans want to raise costs on the backs of America’s working families. In sharp contrast, @HouseDemocrats are fighting to put #PeopleOverPolitics: lower costs, better-paying jobs and safer communities for all of America’s families. ",Twitter for iPhone,False,en,-0.125,156,197,589,6
False,2022-10-07 15:05:57+00:00,"At the same time, while Democrats are lowering kitchen table costs for families with our #InflationReductionAct, @HouseGOP has put forth an extreme MAGA agenda that would raise prescription drug prices, slash Social Security and Medicare, and diminish our economy.",Twitter for iPhone,False,en,-0.030555555555555558,180,167,770,9
False,2022-10-07 15:05:57+00:00,"This progress was powered by Democrats’ economic agenda: from our Rescue Plan to our Infrastructure Law to our CHIPS and Science Act.
 
But Republicans overwhelmingly opposed these laws — and the historic job creation they have sparked.",Twitter for iPhone,False,en,0.2333333333333333,142,57,696,2
False,2022-10-07 15:05:56+00:00,"Today’s jobs numbers offer further proof that America remains on a path of strong, sustainable job growth. Under @POTUS Biden and a Democratic Congress, our nation has seen the strongest jobs recovery in modern times.",Twitter for iPhone,False,en,0.2111111111111111,1096,1333,5243,101
False,2022-10-06 21:42:40+00:00,"Our proud Democratic Majority will never relent in fighting for these reforms, and more, as we work to advance justice for all. 
 
Read my full statement on President Biden’s historic marijuana reform here: ",Twitter Web App,False,en,0.4125,274,225,1216,25
False,2022-10-06 21:42:40+00:00,".@HouseDemocrats applaud these bold actions, which build on the progress we forged in passing our Marijuana Opportunity Reinvestment and Expungement Act. 
 
This legislation decriminalizes marijuana at the federal level and empowers all to participate in the cannabis industry.",Twitter Web App,False,en,0.3333333333333333,203,100,1004,10
False,2022-10-06 21:42:40+00:00,"Failed federal drug policies — which have specifically targeted communities of color — have torn apart too many families. By pardoning those arrested for simple marijuana possession, and encouraging governors to follow suit, the President is advancing racial and economic justice.",Twitter Web App,False,en,0.05,244,71,1153,6
False,2022-10-06 21:42:39+00:00,"This is a day of hope and healing, as @POTUS takes historic steps to reform America’s approach to marijuana. These transformative actions are the latest manifestation of Democrats’ unyielding commitment to justice, especially for those unfairly harmed by cannabis criminalization.",Twitter Web App,False,en,0.0,2022,2128,9796,216
False,2022-10-06 17:27:41+00:00,"We know that @HouseGOP wants to slash Medicare and Social Security and raise drug prices — because they’ve told us.
 
158 House Republicans have called for privatizing Social Security and ending Medicare as we know it as part of this year’s Republican Study Committee budget.",Twitter for iPhone,False,en,0.08888888888888889,1072,947,2791,79
False,2022-10-06 01:03:08+00:00,"Senate Republicans must join us to immediately pass this urgent, necessary, House-passed legislation and send it straight to President Biden’s desk.

Read my full statement:
",Twitter for iPhone,False,en,0.18333333333333335,245,130,923,4
False,2022-10-06 01:03:07+00:00,"Shamefully, extreme MAGA Republicans in the Senate have blocked this bill, playing political games with families’ futures while embracing an extreme agenda of anti-immigrant cruelty.",Twitter for iPhone,False,en,-0.08333333333333333,251,275,1373,13
False,2022-10-06 01:03:07+00:00,"That’s why @HouseDemocrats have twice passed the Dream and Promise Act: to finally offer Dreamers a permanent pathway to citizenship, while fixing our broken immigration system through comprehensive reform.",Twitter for iPhone,False,en,-0.2,212,63,1157,5
False,2022-10-06 01:03:05+00:00,.@POTUS is to be commended for his proactive action in August to strengthen the DACA initiative against extreme MAGA Republican attacks. More must be done to offer the permanent stability and security that millions of Dreamers and their families deserves.,Twitter for iPhone,False,en,0.15833333333333333,265,53,1290,8
False,2022-10-06 01:03:04+00:00,"Today’s appellate court ruling offers a measure of temporary relief for our Dreamers, who are a pride and constant reinvigoration of our nation.",Twitter for iPhone,False,en,0.05,1012,739,5950,47
False,2022-10-05 17:19:42+00:00,"Republicans only work for their power: voting against lowering costs for families and our seniors. 
 
While they propose their extreme, unpopular MAGA agenda, @HouseDemocrats are working #ForThePeople to lower costs, create better-paying jobs and build safer communities.",Twitter for iPhone,False,en,-0.0625,935,2286,3874,140
False,2022-10-04 18:13:42+00:00,"Last night, I joined the @ColbertLateShow and spoke about @POTUS Biden's bold agenda for women all across the country. ",Twitter Media Studio,False,en,0.16666666666666666,555,866,2884,58
False,2022-10-04 16:04:31+00:00,"Instead of joining @HouseDemocrats to lower costs, create better-paying jobs &amp; build safer communities, @HouseGOP is proposing an extreme MAGA agenda to criminalize women’s health care, slash seniors’ Medicare &amp; attack elections.

Their agenda is too dangerous for our families.",Twitter Web App,False,en,-0.3625,1958,1249,6038,109
False,2022-10-04 14:23:13+00:00,"To Jewish communities here at home and around the world, may #YomKippur bring a day of meaningful prayer and an easy fast. ",Twitter Web App,False,en,0.2833333333333333,234,266,1353,15
False,2022-10-04 00:51:13+00:00,"Always a pleasure to catch up with @StephenAtHome and discuss @HouseDemocrats’ fight to put #PeopleOverPolitics.

Be sure to tune into the @colbertlateshow tonight! ",Twitter for iPhone,False,en,0.625,488,952,3127,56
False,2022-10-01 21:33:54+00:00,"Just as the military leaves no soldier behind on the battlefield, we must leave no veteran behind when they come home.

By ensuring 3.5 million more veterans get the benefits they are due, we take another step toward to honor this sacred promise to care for our heroes in uniform.",Twitter for iPhone,False,en,-0.08750000000000001,251,375,1417,17
False,2022-10-01 21:33:54+00:00,"Today, thanks to our landmark PACT Act, many more veterans who were exposed to deadly toxins while serving their country can now enroll in VA health care!
 
To see if you're eligible, visit:
",Twitter for iPhone,False,en,0.2375,378,557,1660,23
