is Elon Musk,created at,text,source,possibly sensitive,lang,sentiment,retweet count,reply count,like count,quote count
False,2022-10-28 12:26:35+00:00,Big Tech should respect our constitutional rights. ,Twitter Web App,False,en,0.0,342,233,2562,11
False,2022-10-28 01:50:50+00:00,,Twitter Web App,False,zxx,0.0,6511,1367,41124,255
False,2022-10-27 22:08:15+00:00,"For anyone interested in how #Bitcoin is scaling via technology layers, @mattkratter has published a quick, easy to understand introduction to #Lightning⚡️.
",Twitter Web App,False,en,0.33888888888888885,553,296,2563,18
False,2022-10-27 15:42:19+00:00,MSTR vs. Big Tech since @MicroStategy adopted a #Bitcoin Standard. ,Twitter Web App,False,en,0.0,1228,665,7451,103
False,2022-10-27 13:09:05+00:00,Trust the Timechain.,Twitter Web App,False,en,0.0,651,509,5325,28
False,2022-10-26 15:25:53+00:00,The future of decentralized finance is #Lightning⚡️. ,Twitter for iPhone,False,en,0.0,535,355,3094,16
False,2022-10-26 13:57:42+00:00,If anyone had a better idea than #bitcoin...,Twitter Web App,False,en,0.5,893,1648,7589,84
False,2022-10-25 18:22:04+00:00,"The mobile payments app @CashApp now supports #bitcoin transactions on Layer 1 (Bitcoin), Layer 2 (Lightning), and Layer 3 ($Cashtag). Others will follow. ",Twitter Web App,False,en,0.0,1597,790,8144,97
False,2022-10-25 12:00:00+00:00,#Bitcoin is energy transmuted into scarcity.,Twitter Web App,False,en,0.0,906,972,6261,57
False,2022-10-24 20:29:50+00:00,"On Tuesday, 1 Nov 2022 @MicroStrategy will report its quarterly financial results after markets close and host a live Video Webinar at 5 pm Eastern Time to discuss the company’s third quarter 2022 financial results. If you have interest in $MSTR, join us.
",Twitter Web App,False,en,0.03409090909090909,218,170,1463,6
False,2022-10-24 13:06:30+00:00,Fiat is immoral. #Bitcoin is immortal.,Twitter Web App,False,en,0.0,1556,1318,9234,112
False,2022-10-23 18:27:50+00:00,"If you are thinking about creating the next #Bitcoin, this video illustrates how to go about it in a sound fashion.  @mattkratter illustrates the ethical, technical &amp; economic perils to avoid, and shows why every historical attempt has failed so far.
",Twitter Web App,False,en,0.05,534,561,3184,26
False,2022-10-23 12:21:00+00:00,"#Bitcoin is a shining city in cyberspace, waiting for you.",Twitter Web App,False,en,0.0,1072,1103,6307,72
False,2022-10-22 22:07:49+00:00,"#Bitcoin is a union that offers hope for the individual struggling against the oppressive force of the collective. It is the best chance we have to heal our world and rise above the chaos. 

My 2022 @TheAtlasSociety Keynote Speech animated on a Whiteboard.
",Twitter Web App,False,en,0.275,932,796,4392,43
False,2022-10-22 18:03:33+00:00,"Energy is critical to the creation of ethically, technically, &amp; economically sound digital money. Absent energy, the asset is intangible, the network is insecure, &amp; the supply is inflated. The money is degraded to credit and the commodity is just a coupon.  ",Twitter Web App,False,en,-0.019999999999999997,420,331,1964,15
False,2022-10-22 13:09:18+00:00,#Bitcoin is Hard Money ,Twitter for iPhone,False,en,-0.2916666666666667,1993,953,6243,135
False,2022-10-21 21:18:44+00:00,"Since @MicroStrategy adopted a #Bitcoin Standard:

MSTR         +89%
BTC             +61%
S&amp;P 500    +12%

NASDAQ       -1%
GOLD          -18%
BOND         -23%
SILVER       -33%

Performance vs USD since 10 Aug 2020.",Twitter Web App,False,en,0.0,989,699,4449,37
False,2022-10-21 16:25:08+00:00,I discussed why digital property is superior to physical property with @timevalueofbtc and enumerated the 18 crippling defects of commercial real estate that make it less suitable than #Bitcoin as a Store of Value in the 21st century.  ,Twitter Web App,False,en,0.16041666666666665,460,463,2064,14
False,2022-10-21 13:05:33+00:00,Better to bleed orange 🧡,Twitter Web App,False,en,0.5,704,792,5941,36
False,2022-10-20 16:26:02+00:00,#Bitcoin is a sane choice for those trapped in a crazy world. ,Twitter for iPhone,False,en,-0.4,1262,731,4992,58
False,2022-10-20 13:07:11+00:00,#Bitcoin is Property.,Twitter Web App,False,en,0.0,1280,1354,8964,109
False,2022-10-19 17:37:15+00:00,"In my @TheAtlasSociety keynote, I discuss the struggle of the individual vs. the overwhelming collective force of modern corporations &amp; governments, and explain why #Bitcoin is the best hope we have to deliver human rights &amp; prosperity to the world.
",Twitter Web App,False,en,0.33999999999999997,378,280,2141,42
False,2022-10-19 17:34:25+00:00,"#Bitcoin is an economic machine, based on a truth machine, poised to emerge as a freedom machine.  ",Twitter for iPhone,False,en,0.2,2293,1240,9549,237
False,2022-10-19 13:09:12+00:00,#Bitcoin works.,Twitter Web App,False,en,0.0,1070,1441,8153,90
False,2022-10-18 21:30:40+00:00,"Our Q3 2022 BMC Briefing is linked below:

",Twitter Web App,False,en,0.0,54,201,384,1
False,2022-10-18 20:02:07+00:00,"Join us for our Q3 2022 Briefing as we present these results, cover a range of special topics, and answer questions today at 5pm EST (9pm UTC):
",Twitter Web App,False,en,0.17857142857142858,117,199,755,4
False,2022-10-18 20:02:06+00:00,"In Q3 2022, #Bitcoin mining efficiency increased 23% YoY, and sustainable power mix was 59.4%, above 50% for the 6th quarter in a row. The network was 73% more secure YoY, only using 41% more energy, and is now 99% of all crypto hashing power.
",Twitter Web App,False,en,0.27999999999999997,703,568,3441,50
False,2022-10-18 17:13:37+00:00,"We have released a new free course at @saylordotorg that provides an Introduction to Javascript. Learn to code anywhere, anytime, at no cost to yourself or your family.
",Twitter Web App,False,en,0.2681818181818182,675,804,3550,28
False,2022-10-18 12:02:00+00:00,#Bitcoin is the heartbeat of Planet Earth.🌍,Twitter Web App,False,en,0.0,1267,2111,9350,161
False,2022-10-17 16:06:50+00:00,"Join us Tuesday October 18 at 5pm EDT for our Q3 briefing on the State of the #Bitcoin Mining Industry. We will share our latest results on energy usage, efficiency, &amp; sustainability with updates on network security, energy grid support, &amp; market dynamics.
",Twitter Web App,False,en,0.5,372,622,2100,25
False,2022-10-17 12:04:00+00:00,The correct answer is #Bitcoin.,Twitter Web App,False,en,0.0,1299,1631,9964,110
False,2022-10-16 19:30:22+00:00,#Bitcoin is the first properly engineered monetary system.  ,Twitter for iPhone,False,en,0.125,2319,1545,8459,204
False,2022-10-16 16:58:27+00:00,"If you flew an aircraft like this you would (a) stall (b) rip the wings off (c) crash &amp; burn.

Luckily for us, it's not the trajectory of a flight vehicle, but rather the US01Y - the risk free interest rate driving the entire $500 trillion global finance system.  ",Twitter Web App,False,en,0.18333333333333335,848,800,4858,67
False,2022-10-16 13:44:10+00:00,#Bitcoin is Everlasting.,Twitter Web App,False,en,0.0,942,1329,7717,68
False,2022-10-15 17:35:22+00:00,"Since @MicroStrategy adopted a #Bitcoin Standard:

MSTR           +5%

S&amp;P 500    -34%
USD            -38%
NASDAQ    -41%
GOLD         -50%
BOND         -52%
SILVER       -61%

Performance vs. BTC since 10 August 2020.",Twitter Web App,False,en,0.0,963,825,6778,65
False,2022-10-15 13:26:04+00:00,#Bitcoin is not for the domesticated.,Twitter Web App,False,en,0.0,1132,1233,8223,81
False,2022-10-14 12:08:00+00:00,#Bitcoin is magnetic.,Twitter Web App,False,en,0.0,1092,1292,8325,97
False,2022-10-13 20:37:32+00:00,Enjoyed speaking with @lexfridman &amp; his 4 million friends. ,Twitter Web App,False,en,0.5,556,419,3936,11
False,2022-10-13 16:04:38+00:00,"Inflation is caused by public policy intervention (""wars"") enthusiastically declared to ""cure"" all the perceived ailments of society, without giving consideration to the ultimate cost &amp; unintended consequences of these naive edicts.

The #inflation won't end until the wars end.",Twitter Web App,False,en,-0.09999999999999999,1025,747,5704,51
False,2022-10-13 12:00:02+00:00,You shouldn't have to gamble your entire net worth in the marketplace each day in order to keep your money.,Twitter Web App,False,en,0.09999999999999999,1378,1321,10799,164
False,2022-10-13 00:21:54+00:00,"Here is the recording of FASB's discussion today on the topic of digital assets accounting.
",Twitter Web App,False,en,0.0,157,166,1118,9
False,2022-10-12 23:32:00+00:00,"""The Financial Accounting Standards Board on Wednesday said companies should use fair-value accounting for measuring bitcoin and other crypto assets"" - @WSJ 

This is a major milestone on the road to institutional #bitcoin adoption.
 ",Twitter Web App,False,en,-0.020833333333333332,1434,622,6187,149
False,2022-10-12 18:16:48+00:00,"We have released a new free course ""Python for Data Science"" at @saylordotorg for those who wish to further their analytical skills.
",Twitter Web App,False,en,0.1787878787878788,488,403,2999,25
False,2022-10-12 12:05:00+00:00,"In a century, bonds will be worthless and #bitcoin will be worthmore.",Twitter Web App,False,en,-0.8,1772,1615,11147,111
False,2022-10-11 21:20:03+00:00,#Bitcoin miners are a globally decentralized network. ,Twitter Web App,False,en,0.0,1589,1027,8260,106
False,2022-10-11 14:12:23+00:00,"For banks to hold their value, they'll need to hold what their clients value. #Bitcoin
",Twitter Web App,False,en,0.0,1351,733,7190,70
False,2022-10-11 12:05:00+00:00,We all stumble in the dark until we see the cyber light. #Bitcoin,Twitter Web App,False,en,0.06666666666666667,1284,1165,9155,81
False,2022-10-10 12:00:00+00:00,"If you don't understand #Bitcoin, you don't understand Money.",Twitter Web App,False,en,0.0,2463,2101,14063,188
False,2022-10-09 23:51:52+00:00,I spent this weekend teaching my friends how to send sats in seconds using #Lightning⚡️. It only takes a few minutes to convince them that the future of banking is #Bitcoin.,Twitter Web App,False,en,-0.07500000000000001,1416,1183,9636,85
False,2022-10-09 19:39:09+00:00,"A comprehensive thesis by @dergigi explaining why virtual currencies issued by authorities are unstable and certain to fail, and why #Bitcoin is superior due to its linkage to scarce time &amp; energy, and destined to succeed as the best form of money.
",Twitter Web App,False,en,0.25785714285714284,1037,477,4719,50
False,2022-10-09 13:30:00+00:00,#Bitcoin for yourself.,Twitter Web App,False,en,0.0,1061,958,10394,61
False,2022-10-08 18:35:37+00:00,"Since @MicroStrategy adopted the #Bitcoin Standard:

MSTR +79%
BTC +64%
NASDAQ -3%
GOLD -16%
BOND -21%
SILVER -30%",Twitter Web App,False,en,0.0,1147,945,8482,68
False,2022-10-08 14:00:00+00:00,Satoshi knew better.,Twitter Web App,False,en,0.5,1228,1153,11873,75
False,2022-10-07 23:01:39+00:00,#Bitcoin is Defiance. ,Twitter for iPhone,False,en,0.0,2369,1181,10440,434
False,2022-10-07 17:34:48+00:00,There will be #Bitcoin.,Twitter Web App,False,en,0.0,1162,1345,10320,105
False,2022-10-06 14:01:28+00:00,Thinking #Bitcoin.,Twitter Web App,False,en,0.0,1129,1401,9711,99
False,2022-10-06 00:05:45+00:00,"Congratulations are in order to @ShireHODL, @NEEDcreations, &amp; @publordhodl, the winners of our #Lightning⚡️ meme competition. Each has received 1,000,000 sats, delivered via the Lightning network in a few seconds. ",Twitter Web App,False,en,-0.2,410,391,3988,41
False,2022-10-05 12:51:15+00:00,#Bitcoin is Winning.,Twitter Web App,False,en,0.5,1658,1803,13841,140
False,2022-10-04 21:41:33+00:00,"The correct answer is Yes, and I will make three more transactions of 1,000,000 sats each to the 3 posters of the most liked #Lightning⚡️ memes in the comments below. ",Twitter Web App,False,en,0.5333333333333333,883,2571,7625,115
False,2022-10-04 12:20:53+00:00,#Bitcoin is the Cure.,Twitter Web App,False,en,0.0,1583,1531,12706,142
False,2022-10-03 17:30:08+00:00,#Bitcoin is secured by the most powerful computing network in the world. ,Twitter Web App,False,en,0.4,1774,973,11235,103
False,2022-10-03 12:52:44+00:00,#Bitcoin is the Eternal Champion.,Twitter Web App,False,en,0.0,1155,1091,9659,97
False,2022-10-02 20:28:24+00:00,Money without energy is Credit.,Twitter Web App,False,en,0.0,1698,1143,12927,127
False,2022-10-02 13:14:47+00:00,#Bitcoin for Life.,Twitter Web App,False,en,0.0,1605,1350,12465,128
False,2022-10-01 19:48:02+00:00,"#Bitcoin is the key to eliminating spammers, scammers, and bots on @Twitter, @Instagram, &amp; @YouTube. ",Twitter for iPhone,False,en,0.0,1132,765,6090,127
False,2022-10-01 14:38:32+00:00,"Since @MicroStrategy adopted the #Bitcoin Standard:

MSTR +72%, BTC +63%, GOOG +29%, AAPL +23%, MSFT +12%, ORCL +11%,  S&amp;P 500 +7%, IBM -2%, NASDAQ -4%, GOLD -18%, BOND -21%, CRM -27%, AMZN -28%, SILVER -34%, META -48%, SAP -49%, NFLX -51%",Twitter Web App,False,en,0.0,956,624,6384,46
False,2022-09-30 18:56:38+00:00,"The engineers at @MicroStrategy are working on some exciting new #Lightning⚡️ apps to help our enterprise customers secure networks, monetize websites, and deploy wallets en masse using #Bitcoin. If you would like to join the team, please apply below:
",Twitter Web App,False,en,0.2787878787878788,1228,521,7429,75
False,2022-09-30 12:32:47+00:00,Learn to think in #Bitcoin.,Twitter Web App,False,en,0.0,1284,1287,9532,103
False,2022-09-29 12:28:32+00:00,Printer is Coming. #Bitcoin,Twitter Web App,False,en,0.0,2976,2082,21564,292
False,2022-09-29 00:05:11+00:00,"The ""crisis"" the central bankers are trying to avert is the free functioning of markets delivering fair interest rates. In these times of financial repression the rational response is to opt-out and embrace non-sovereign store of value assets like #bitcoin. ",Twitter Web App,False,en,0.275,1779,757,8485,94
False,2022-09-28 18:08:58+00:00,"When central banks intervene to prop up their own bonds, they cripple the capital markets and collapse their own currencies. Sovereign debt is an increasingly ineffective treasury reserve asset. #Bitcoin offers a sound economic &amp; ethical alternative.
",Twitter Web App,False,en,0.3,1482,721,7474,74
False,2022-09-28 12:14:09+00:00,#Bitcoin is Digital Scarcity.,Twitter Web App,False,en,0.0,1373,1383,11017,119
False,2022-09-27 18:34:42+00:00,Is this a record for #BTC spot volume on @binance? ,Twitter Web App,False,en,0.0,1101,1051,9330,83
False,2022-09-27 13:00:13+00:00,#Bitcoin is Better.,Twitter Web App,False,en,0.5,1429,1416,11483,144
False,2022-09-26 20:20:13+00:00,"Over the past year currencies have collapsed against the dollar:

CAD -8%, CNY -9%, AUD -11%, ZAR -17%, KRW -18%, EUR -18%, PLN -21%, GBP -22%, JPY -23%, TRY -52%

Over the past four years the dollar has collapsed -67% against #bitcoin.",Twitter Web App,False,en,-0.25,2678,1188,12529,240
False,2022-09-26 12:46:54+00:00,"If it doesn't matter, it's not #bitcoin.",Twitter Web App,False,en,0.0,923,817,7886,68
False,2022-09-25 13:00:26+00:00,#Bitcoin is Life.,Twitter Web App,False,en,0.0,1625,1756,11873,209
False,2022-09-24 18:25:03+00:00,"Since 8/10/20 when @MicroStrategy adopted the #Bitcoin Standard:

BTC +58%, MSTR +55%, GOOG +33%, AAPL +33%, ORCL +17%, MSFT +14%, S&amp;P 500 +10%, IBM +1%, NASDAQ -1%, GOLD -19%, BOND -19%, CRM -25%, AMZN -28%, SILVER -34%, META -47%, SAP -50%, NFLX -53%",Twitter for iPhone,False,en,0.0,909,669,6830,68
False,2022-09-24 13:14:03+00:00,21 million or bust.,Twitter Web App,False,en,0.0,1053,1048,11183,88
False,2022-09-23 17:22:44+00:00,The vast majority of public policy creates stagflation and there is little that you can do to change this. What you can do is buy #bitcoin and work hard to generate income so that you can #hodl until the rest of the world realizes that BTC is the best global store of value asset.,Twitter Web App,False,en,0.08680555555555554,1864,1102,10837,119
False,2022-09-23 13:06:36+00:00,The notion that #bitcoin isn't good for anybody is unbelievable.,Twitter Web App,False,en,0.22499999999999998,1182,1027,8984,58
False,2022-09-22 12:28:41+00:00,250% #Bitcoin,Twitter Web App,False,und,0.0,1325,1217,13021,107
False,2022-09-21 12:43:14+00:00,130K BTC = 130K BTC,Twitter Web App,False,vi,0.0,2703,2892,27239,437
False,2022-09-20 12:09:12+00:00,"MicroStrategy has purchased an additional 301 bitcoins for ~$6.0 million at an average price of ~$19,851 per #bitcoin. As of 9/19/22 @MicroStrategy holds ~130,000 bitcoins acquired for ~$3.98 billion at an average price of ~$30,639 per bitcoin.
",Twitter Web App,False,en,-0.15,4881,3056,27410,1309
False,2022-09-19 22:36:43+00:00,"My discussion this weekend with @NikoJilch at @thebconf covering community ethos, regulatory dynamics, #bitcoin vs. crypto, commodities vs. securities, PoW vs. PoS, ESG FUD, viral property rights via a killer app, the ₿ singularity, and our road ahead.
",Twitter Web App,False,en,0.0,444,336,2680,21
False,2022-09-19 17:35:50+00:00,,Twitter for iPhone,False,zxx,0.0,1277,918,10511,100
False,2022-09-19 12:27:05+00:00,There's an awful lot of people around the world that need #bitcoin.,Twitter Web App,False,en,-1.0,1194,1491,9579,103
False,2022-09-18 12:55:30+00:00,#Bitcoin is money that won't fail you stored in a bank that can't rob you.,Twitter Web App,False,en,-0.5,1741,1340,10979,113
False,2022-09-17 17:40:42+00:00,"Since @MicroStrategy adopted the #Bitcoin Standard:

MSTR +67%, BTC +65%, GOOG +39%, AAPL +34%, ORCL +25%, MSFT +18%, S&amp;P 500 +15%, IBM +5%, NASDAQ +4%, GOLD -17%, BOND -18%, AMZN -22%, CRM -23%, SILVER -32%, META -44%, SAP -47%, NFLX -50%",Twitter for iPhone,False,en,0.0,1346,915,8538,78
False,2022-09-17 12:16:58+00:00,Happy Sat urday🧡,Twitter Web App,False,en,0.8,731,989,7971,52
False,2022-09-16 15:24:41+00:00,"The latest White House Crypto Climate &amp; Energy Report is full of misinformation generated and promulgated by unscrupulous crypto promoters in order to undermine #Bitcoin and champion their own interests. @nic__carter expertly debunks the propaganda.
",Twitter Web App,False,en,0.26999999999999996,1035,620,4319,58
False,2022-09-16 12:37:35+00:00,#Bitcoin is a railroad to move money through time and space.,Twitter Web App,False,en,0.0,1354,1452,9509,154
False,2022-09-16 00:41:49+00:00,"""Ethereum’s big software update on Thursday may have turned the second-largest cryptocurrency into a security in the eyes of a top U.S. regulator."" - @WSJ 
",Twitter Web App,False,en,0.25,1269,1275,7391,289
False,2022-09-15 12:06:16+00:00,There is no alternative to #Bitcoin.,Twitter Web App,False,en,0.0,1726,2037,13015,184
False,2022-09-14 16:41:39+00:00,"Given the sheer volume of misinformation &amp; propaganda circulating lately, I thought it important to share the truth regarding #Bitcoin Mining and the Environment.
",Twitter Web App,False,en,0.0,2174,952,7824,140
False,2022-09-14 12:10:06+00:00,#Bitcoin is good.,Twitter Web App,False,en,0.7,1277,1632,11518,165
False,2022-09-13 18:07:51+00:00,,Twitter Web App,False,zxx,0.0,2042,1068,13717,187
False,2022-09-13 12:01:36+00:00,#Bitcoin is coming.,Twitter Web App,False,en,0.0,1789,1982,14788,272
False,2022-09-12 20:10:54+00:00,"#Bitcoin is coming to 34 million accounts at @Fidelity.
",Twitter Web App,False,en,0.0,1475,542,7930,82
False,2022-09-12 17:30:33+00:00,"I am honored to be invited to speak about Money, Objectivism, &amp; #Bitcoin by the @TheAtlasSociety on October 6 in Malibu, CA.

Join us:  ",Twitter Web App,False,en,0.0,373,341,3120,14
False,2022-09-12 12:00:49+00:00,Only #Bitcoin.,Twitter Web App,False,en,0.0,1314,1151,11030,157
False,2022-09-11 20:31:16+00:00,#Bitcoin Any Given Sunday.,Twitter Web App,False,en,0.0,747,627,6934,34
False,2022-09-11 13:02:11+00:00,"#Bitcoin is a swarm of cyber hornets working hard to rescue stranded energy, reduce harmful emissions, reform cyber security, and restore economic integrity. ",Twitter for iPhone,False,en,-0.04583333333333334,1436,684,8055,83
False,2022-09-10 12:58:09+00:00,Needs more #Bitcoin.,Twitter Web App,False,en,0.5,1368,1444,12702,134
False,2022-09-09 12:00:54+00:00,#Bitcoin is the fairest of them all.,Twitter Web App,False,en,0.0,1100,962,9388,81
False,2022-09-08 18:49:30+00:00,"This morning, @GaryGensler, Chair of the SEC, noted that with the exception of #Bitcoin, which he analogizes to “digital gold”, the vast majority of crypto tokens are securities.",Twitter Web App,False,en,-0.03333333333333333,1468,1038,9243,136
False,2022-09-08 12:37:06+00:00,Credit to @Ropeium for the meme and @WorldofRusty for the artwork.,Twitter Web App,False,en,0.0,69,97,1194,6
False,2022-09-08 12:37:06+00:00,You can't kill #Bitcoin. ,Twitter Web App,False,en,0.0,1049,750,6965,97
False,2022-09-07 17:01:59+00:00,"#Bitcoin is a gift &amp; message to the world from #Satoshi.
",Twitter Web App,False,en,0.0,977,661,5681,64
False,2022-09-07 12:11:13+00:00,Volatility is Vitality. #Bitcoin,Twitter Web App,False,en,0.0,1203,1219,9678,125
False,2022-09-06 17:15:46+00:00,"Long before Satoshi, we asked ""Who is John Galt?"" ",Twitter Web App,False,en,-0.05,294,396,2373,26
False,2022-09-06 12:10:03+00:00,#Bitcoin is the World Bank.,Twitter Web App,False,en,0.0,2094,1906,13735,201
False,2022-09-05 12:06:08+00:00,No bank holidays for #Bitcoin.,Twitter Web App,False,en,0.0,1424,1214,10622,83
